# MPU6050 Phan 6 - Simulated Data
# Time_ms, Roll_Accel(deg), Pitch_Accel(deg), Roll_Gyro(deg), Pitch_Gyro(deg), Yaw_Gyro(deg), Roll_CF(deg), Pitch_CF(deg), Roll_KF(deg), Pitch_KF(deg), Ax_lin(g), Ay_lin(g), Az_lin(g)
17230,20.84,-6.76,10.48,-5.64,0.48,0.10,-2.42,0.19,-2.73,0.0655,0.3423,-0.1281
17240,-7.36,7.60,10.48,-5.64,0.49,-0.05,-2.22,-0.04,-2.42,-0.1588,-0.1046,-0.1131
17250,5.61,-10.01,10.48,-5.64,0.49,0.06,-2.38,0.13,-2.66,0.1372,0.1067,0.0227
17260,4.02,3.26,10.49,-5.64,0.50,0.15,-2.26,0.25,-2.48,-0.1008,0.0757,0.0478
17270,2.76,-7.97,10.48,-5.65,0.50,0.19,-2.38,0.32,-2.66,0.0958,0.0474,-0.0030
17280,1.81,-4.19,10.48,-5.64,0.49,0.22,-2.41,0.37,-2.70,0.0282,0.0296,0.0128
17290,3.05,-18.70,10.48,-5.65,0.49,0.28,-2.74,0.45,-3.20,0.2364,0.0416,-0.1320
17300,1.64,0.72,10.47,-5.64,0.49,0.30,-2.67,0.48,-3.09,-0.0692,0.0246,0.0661
17310,-0.83,1.52,10.46,-5.65,0.50,0.27,-2.59,0.44,-2.97,-0.0837,-0.0228,0.2035
17320,12.16,-0.95,10.45,-5.65,0.50,0.50,-2.56,0.79,-2.91,-0.0325,0.2011,-0.0124
17330,-11.66,1.43,10.45,-5.65,0.50,0.25,-2.48,0.41,-2.79,-0.0713,-0.2113,-0.0145
17340,7.82,-7.58,10.45,-5.65,0.49,0.40,-2.58,0.64,-2.94,0.0895,0.1318,0.0240
17350,5.41,10.48,10.46,-5.66,0.49,0.51,-2.34,0.80,-2.55,-0.2593,0.0969,0.1703
17360,6.04,8.71,10.45,-5.67,0.50,0.61,-2.12,0.96,-2.22,-0.1662,0.0744,-0.1250
17370,7.20,6.36,10.44,-5.68,0.50,0.74,-1.96,1.15,-1.97,-0.1599,0.1303,0.2155
17380,-1.25,-8.46,10.44,-5.68,0.50,0.69,-2.09,1.08,-2.16,0.1357,-0.0486,0.0580
17390,-15.68,-14.44,10.44,-5.68,0.50,0.37,-2.34,0.58,-2.54,0.2372,-0.2993,-0.0009
17400,-0.99,-0.20,10.45,-5.68,0.50,0.35,-2.30,0.54,-2.47,-0.0333,-0.0283,0.1680
17410,-10.54,0.35,10.45,-5.69,0.50,0.13,-2.25,0.21,-2.39,-0.0408,-0.1578,-0.1817
17420,-6.17,-1.57,10.45,-5.68,0.49,0.00,-2.23,0.01,-2.37,-0.0047,-0.1130,0.0702
17430,-10.17,-9.91,10.45,-5.69,0.50,-0.20,-2.39,-0.30,-2.61,0.1511,-0.1801,0.0536
17440,-5.24,7.59,10.45,-5.69,0.51,-0.30,-2.19,-0.46,-2.29,-0.1541,-0.0621,-0.1437
17450,-5.17,-2.89,10.45,-5.69,0.51,-0.40,-2.20,-0.61,-2.31,0.0197,-0.0760,0.0624
17460,-18.87,-8.35,10.45,-5.69,0.51,-0.77,-2.33,-1.18,-2.50,0.1237,-0.3259,0.0340
17470,5.41,-5.39,10.45,-5.69,0.51,-0.64,-2.39,-0.99,-2.60,0.0499,0.1289,-0.0335
17480,15.57,-2.30,10.46,-5.69,0.51,-0.31,-2.39,-0.49,-2.59,0.0031,0.3391,0.1166
17490,4.90,-10.18,10.45,-5.70,0.51,-0.21,-2.56,-0.33,-2.83,0.1185,0.0921,-0.0937
17500,-2.16,19.79,10.45,-5.70,0.51,-0.25,-2.11,-0.40,-2.15,-0.4152,-0.0278,0.0310
17510,-1.03,-6.87,10.45,-5.69,0.51,-0.27,-2.20,-0.42,-2.28,0.0873,-0.0053,-0.0278
17520,-4.46,4.75,10.44,-5.69,0.51,-0.36,-2.06,-0.56,-2.07,-0.1068,-0.0572,-0.0953
17530,0.18,12.97,10.44,-5.69,0.51,-0.35,-1.75,-0.55,-1.60,-0.2692,0.0185,0.0688
17540,-0.89,-5.53,10.44,-5.67,0.51,-0.36,-1.81,-0.56,-1.70,0.0780,-0.0005,-0.0359
17550,-9.55,-15.40,10.44,-5.68,0.51,-0.54,-2.10,-0.84,-2.13,0.1970,-0.1151,-0.2145
17560,17.70,0.04,10.45,-5.68,0.51,-0.18,-2.05,-0.28,-2.06,-0.0282,0.2503,-0.2505
17570,-11.47,-7.92,10.45,-5.69,0.51,-0.40,-2.18,-0.63,-2.24,0.1286,-0.2139,0.1311
17580,6.58,-17.07,10.44,-5.68,0.51,-0.27,-2.47,-0.42,-2.69,0.2161,0.1111,-0.1618
17590,-1.35,-11.45,10.43,-5.68,0.52,-0.30,-2.65,-0.46,-2.96,0.1630,-0.0113,0.0600
17600,14.84,-13.91,10.43,-5.69,0.51,0.00,-2.87,-0.00,-3.31,0.2011,0.2746,0.0251
17610,2.42,-7.67,10.43,-5.69,0.51,0.06,-2.97,0.08,-3.45,0.0631,0.0386,-0.0365
17620,-2.77,-1.35,10.44,-5.68,0.51,0.00,-2.93,-0.01,-3.40,-0.0350,-0.0632,0.2966
17630,-2.55,11.76,10.44,-5.68,0.51,-0.05,-2.64,-0.09,-2.94,-0.2723,-0.0441,0.0286
17640,-0.20,0.85,10.45,-5.68,0.51,-0.04,-2.56,-0.08,-2.83,-0.0655,-0.0009,0.1092
17650,-9.60,5.59,10.46,-5.67,0.51,-0.22,-2.39,-0.37,-2.57,-0.1473,-0.1694,0.0367
17660,-7.16,-19.01,10.46,-5.66,0.50,-0.36,-2.72,-0.57,-3.07,0.2896,-0.1073,-0.0387
17670,-15.13,0.34,10.47,-5.66,0.51,-0.65,-2.66,-1.02,-2.97,-0.0593,-0.2471,-0.0065
17680,-6.78,-1.75,10.47,-5.66,0.51,-0.77,-2.64,-1.21,-2.94,-0.0137,-0.1119,0.2044
17690,0.20,-4.92,10.47,-5.67,0.51,-0.75,-2.69,-1.17,-3.02,0.0480,0.0386,0.1413
17700,1.52,-1.15,10.46,-5.67,0.51,-0.71,-2.66,-1.11,-2.97,-0.0268,0.0661,0.2574
17710,-16.10,-13.92,10.46,-5.67,0.51,-1.02,-2.89,-1.59,-3.31,0.2099,-0.2620,-0.0021
17720,-1.95,4.67,10.46,-5.67,0.50,-1.04,-2.74,-1.62,-3.08,-0.1309,0.0136,-0.1585
17730,4.42,-2.91,10.46,-5.68,0.50,-0.93,-2.75,-1.45,-3.09,-0.0079,0.1127,-0.0884
17740,-2.32,6.12,10.46,-5.67,0.49,-0.96,-2.57,-1.49,-2.81,-0.1410,0.0036,-0.1905
17750,-5.24,8.80,10.46,-5.67,0.50,-1.04,-2.34,-1.62,-2.46,-0.2163,-0.0637,0.0976
17760,-4.36,4.34,10.45,-5.67,0.49,-1.12,-2.20,-1.73,-2.25,-0.1045,-0.0289,-0.1000
17770,-9.06,-1.43,10.45,-5.67,0.50,-1.28,-2.19,-1.96,-2.22,-0.0174,-0.0458,-0.4469
17780,-4.31,1.81,10.45,-5.67,0.50,-1.34,-2.11,-2.05,-2.10,-0.0724,-0.0572,0.3619
17790,0.98,5.07,10.45,-5.67,0.50,-1.29,-1.96,-1.98,-1.88,-0.1063,0.0612,-0.0886
17800,19.61,10.79,10.46,-5.66,0.50,-0.87,-1.70,-1.33,-1.48,-0.2027,0.3622,-0.0850
17810,-5.42,-0.34,10.45,-5.66,0.49,-0.96,-1.67,-1.48,-1.43,-0.0040,-0.0907,0.2396
17820,-3.89,13.59,10.45,-5.66,0.49,-1.02,-1.36,-1.56,-0.96,-0.2064,-0.0256,-0.1828
17830,-0.85,-6.37,10.45,-5.66,0.50,-1.02,-1.47,-1.56,-1.11,0.1266,0.0137,0.1605
17840,-6.85,-1.95,10.45,-5.66,0.50,-1.14,-1.47,-1.73,-1.13,0.0238,-0.0776,-0.0932
17850,10.54,13.22,10.44,-5.66,0.51,-0.92,-1.18,-1.38,-0.68,-0.1969,0.1807,-0.1935
17860,-15.87,1.13,10.43,-5.67,0.51,-1.22,-1.14,-1.84,-0.62,-0.0234,-0.3226,0.2479
17870,-4.39,4.53,10.43,-5.67,0.51,-1.28,-1.04,-1.94,-0.45,-0.0853,-0.0443,0.1240
17880,5.51,-3.31,10.43,-5.67,0.50,-1.15,-1.08,-1.73,-0.52,0.0716,0.1502,0.1174
17890,-2.85,-11.50,10.43,-5.68,0.50,-1.18,-1.30,-1.78,-0.85,0.2135,-0.0159,0.0328
17900,-6.78,13.04,10.43,-5.68,0.49,-1.30,-1.01,-1.95,-0.41,-0.2554,-0.0901,0.0641
17910,3.80,-2.52,10.42,-5.69,0.50,-1.20,-1.05,-1.79,-0.46,0.0410,0.0942,-0.2000
17920,6.86,0.22,10.42,-5.69,0.49,-1.04,-1.02,-1.54,-0.42,-0.0003,0.1558,0.0014
17930,1.39,-7.72,10.42,-5.69,0.50,-0.99,-1.16,-1.47,-0.63,0.1182,0.0489,-0.1469
17940,-9.00,-3.58,10.43,-5.70,0.50,-1.15,-1.21,-1.70,-0.71,0.0470,-0.0978,-0.2051
17950,3.06,4.85,10.42,-5.70,0.50,-1.07,-1.09,-1.58,-0.53,-0.0928,0.0863,0.0616
17960,-3.34,1.32,10.41,-5.70,0.50,-1.12,-1.05,-1.65,-0.46,-0.0265,-0.0403,0.1650
17970,5.97,5.80,10.40,-5.71,0.50,-0.99,-0.92,-1.44,-0.26,-0.0932,0.1252,-0.0629
17980,12.02,-10.08,10.40,-5.71,0.50,-0.73,-1.11,-1.04,-0.55,0.1783,0.2241,-0.0353
17990,-25.01,-1.40,10.40,-5.71,0.50,-1.22,-1.11,-1.78,-0.55,0.0191,-0.3698,-0.1655
18000,0.37,-16.49,10.40,-5.71,0.50,-1.19,-1.42,-1.73,-1.03,0.2860,0.0358,0.0060
18010,-13.30,-0.53,10.39,-5.72,0.50,-1.43,-1.40,-2.10,-1.01,-0.0079,-0.2291,0.1129
18020,17.23,4.10,10.39,-5.72,0.50,-1.07,-1.29,-1.53,-0.84,-0.0998,0.3776,0.1118
18030,-4.13,10.52,10.38,-5.72,0.50,-1.14,-1.06,-1.63,-0.48,-0.2096,-0.0559,0.0711
18040,6.21,14.88,10.38,-5.72,0.50,-0.99,-0.74,-1.40,0.00,-0.2403,0.1200,-0.0983
18050,-0.94,13.13,10.38,-5.73,0.49,-0.99,-0.47,-1.39,0.42,-0.1971,0.0026,-0.0979
18060,-6.48,-2.97,10.38,-5.73,0.49,-1.10,-0.52,-1.56,0.33,0.0766,-0.1070,0.1130
18070,-7.34,-4.74,10.37,-5.72,0.49,-1.23,-0.60,-1.75,0.21,0.1072,-0.1186,0.1097
18080,12.78,11.91,10.37,-5.72,0.49,-0.96,-0.35,-1.33,0.59,-0.1960,0.2447,-0.0360
18090,7.86,-8.99,10.37,-5.72,0.49,-0.78,-0.52,-1.05,0.32,0.1667,0.1427,-0.0704
18100,13.15,2.43,10.37,-5.72,0.50,-0.50,-0.46,-0.62,0.41,-0.0381,0.2763,0.1602
18110,-0.10,-2.47,10.37,-5.72,0.50,-0.49,-0.51,-0.61,0.34,0.0536,-0.0065,-0.0655
18120,1.66,-12.91,10.37,-5.72,0.49,-0.44,-0.75,-0.53,-0.04,0.2597,0.0269,0.0954
18130,-2.84,-8.69,10.37,-5.72,0.49,-0.49,-0.91,-0.60,-0.29,0.1448,-0.0535,-0.0352
18140,-3.48,1.33,10.38,-5.71,0.48,-0.55,-0.86,-0.68,-0.22,-0.0285,-0.0537,-0.1632
18150,-7.45,5.06,10.38,-5.72,0.49,-0.68,-0.74,-0.89,-0.04,-0.1158,-0.1586,0.2240
18160,0.14,16.11,10.38,-5.72,0.49,-0.66,-0.41,-0.86,0.47,-0.2896,0.0098,0.0002
18170,-7.92,5.38,10.39,-5.72,0.49,-0.80,-0.29,-1.08,0.64,-0.0710,-0.1151,-0.1182
18180,3.92,0.81,10.38,-5.71,0.50,-0.71,-0.27,-0.93,0.67,0.0049,0.0661,-0.2092
18190,1.06,8.70,10.38,-5.71,0.50,-0.68,-0.08,-0.87,0.94,-0.1059,0.0240,-0.1844
18200,1.95,-0.02,10.37,-5.71,0.51,-0.63,-0.08,-0.80,0.94,0.0214,0.0396,-0.0445
18210,10.37,-1.35,10.38,-5.71,0.51,-0.41,-0.10,-0.45,0.90,0.0500,0.2353,0.2852
18220,-0.95,0.83,10.38,-5.70,0.51,-0.42,-0.08,-0.46,0.93,0.0045,-0.0205,-0.0867
18230,4.74,3.54,10.39,-5.71,0.51,-0.31,-0.01,-0.30,1.03,-0.0563,0.0937,0.2072
18240,16.42,-2.46,10.39,-5.71,0.51,0.03,-0.06,0.22,0.95,0.0631,0.2735,-0.0281
18250,12.30,-5.65,10.39,-5.71,0.52,0.28,-0.17,0.60,0.77,0.0989,0.1537,-0.1763
18260,9.64,8.40,10.39,-5.71,0.52,0.46,-0.01,0.89,1.02,-0.1244,0.1242,-0.0666
18270,-3.82,-15.42,10.40,-5.72,0.52,0.38,-0.32,0.76,0.54,0.2383,-0.0901,-0.1784
18280,1.55,-0.33,10.39,-5.71,0.52,0.40,-0.31,0.80,0.54,0.0113,-0.0092,-0.1089
18290,-13.04,-1.42,10.39,-5.70,0.51,0.14,-0.33,0.39,0.50,0.0274,-0.2293,-0.1077
18300,4.98,-9.59,10.40,-5.70,0.51,0.24,-0.51,0.54,0.22,0.1243,0.0411,-0.2474
18310,1.42,-2.50,10.41,-5.70,0.50,0.27,-0.55,0.59,0.15,0.0504,0.0071,0.2518
18320,-0.35,-8.73,10.41,-5.69,0.51,0.26,-0.71,0.57,-0.10,0.1505,-0.0290,0.0537
18330,8.83,-3.85,10.42,-5.70,0.51,0.44,-0.77,0.84,-0.21,0.0480,0.1155,-0.0768
18340,-10.19,3.81,10.42,-5.70,0.51,0.22,-0.68,0.51,-0.07,-0.0826,-0.2088,0.0564
18350,14.57,-4.54,10.42,-5.70,0.51,0.51,-0.77,0.95,-0.20,0.0604,0.2067,-0.0971
18360,11.26,13.29,10.42,-5.71,0.51,0.73,-0.49,1.28,0.22,-0.1572,0.0919,-0.3538
18370,-0.80,-1.41,10.43,-5.70,0.51,0.70,-0.50,1.24,0.19,0.0291,-0.0512,0.4659
18380,-1.75,-0.81,10.42,-5.70,0.51,0.65,-0.51,1.17,0.17,0.0075,-0.0598,0.0483
18390,3.77,0.68,10.43,-5.70,0.50,0.72,-0.48,1.27,0.20,-0.0178,0.0329,-0.0651
18400,16.43,-0.05,10.43,-5.70,0.49,1.03,-0.48,1.74,0.21,-0.0056,0.1795,-0.2535
18410,0.37,18.03,10.43,-5.70,0.49,1.03,-0.10,1.73,0.77,-0.2551,-0.0318,-0.1782
18420,0.52,2.79,10.43,-5.71,0.49,1.01,-0.05,1.71,0.85,-0.0524,-0.0241,0.2794
18430,-0.33,-1.55,10.43,-5.70,0.49,0.99,-0.08,1.67,0.80,0.0416,-0.0409,0.2437
18440,12.69,-2.15,10.43,-5.71,0.50,1.22,-0.12,2.02,0.72,0.0491,0.2125,0.1248
18450,-4.33,8.81,10.43,-5.71,0.49,1.11,0.05,1.85,0.98,-0.1226,-0.1046,-0.1476
18460,-0.66,-9.48,10.43,-5.71,0.48,1.07,-0.14,1.79,0.69,0.2104,-0.0510,0.2338
18470,10.81,5.62,10.43,-5.71,0.48,1.27,-0.02,2.09,0.86,-0.1040,0.1643,0.0711
18480,0.61,-8.34,10.44,-5.71,0.49,1.26,-0.19,2.07,0.60,0.1628,-0.0315,0.0967
18490,8.33,-4.34,10.43,-5.70,0.50,1.40,-0.26,2.28,0.47,0.0774,0.1111,0.0621
18500,-10.34,5.38,10.44,-5.70,0.50,1.17,-0.15,1.92,0.64,-0.0794,-0.1863,-0.2193
18510,-2.75,-18.59,10.44,-5.70,0.50,1.10,-0.52,1.81,0.06,0.2696,-0.0764,-0.1643
18520,12.57,9.25,10.44,-5.70,0.50,1.32,-0.33,2.15,0.36,-0.1669,0.1682,-0.0581
18530,-5.65,-7.94,10.43,-5.70,0.51,1.18,-0.47,1.93,0.12,0.1425,-0.1481,0.1093
18540,-2.28,-11.67,10.43,-5.70,0.50,1.10,-0.70,1.81,-0.23,0.1470,-0.0659,-0.1846
18550,1.63,4.59,10.42,-5.69,0.51,1.11,-0.59,1.82,-0.07,-0.0985,-0.0044,-0.0037
18560,-8.97,-12.70,10.42,-5.70,0.50,0.90,-0.83,1.50,-0.45,0.2004,-0.1818,-0.0037
18570,-3.59,0.87,10.42,-5.70,0.49,0.82,-0.80,1.37,-0.41,-0.0437,-0.0907,0.1346
18580,0.35,-3.20,10.43,-5.70,0.49,0.81,-0.85,1.35,-0.48,0.0353,-0.0111,0.1111
18590,-0.20,-3.85,10.42,-5.69,0.49,0.78,-0.90,1.31,-0.58,0.0295,-0.0200,-0.1346
18600,8.31,0.01,10.42,-5.70,0.49,0.93,-0.89,1.54,-0.56,-0.0283,0.1568,0.2223
18610,14.50,-9.11,10.41,-5.70,0.48,1.20,-1.06,1.94,-0.82,0.1078,0.1862,-0.1608
18620,-6.61,-6.60,10.41,-5.71,0.48,1.04,-1.17,1.70,-1.00,0.1000,-0.1648,0.1687
18630,0.40,14.34,10.41,-5.70,0.48,1.03,-0.86,1.68,-0.53,-0.2673,-0.0187,-0.0738
18640,4.94,-11.52,10.40,-5.69,0.48,1.10,-1.06,1.78,-0.85,0.1811,0.0625,0.0317
18650,11.55,11.93,10.41,-5.69,0.48,1.31,-0.80,2.10,-0.46,-0.2507,0.1794,0.0389
18660,5.27,-9.33,10.41,-5.70,0.49,1.39,-0.98,2.22,-0.73,0.1459,0.0567,0.0329
18670,1.70,-9.48,10.40,-5.69,0.48,1.39,-1.14,2.22,-0.99,0.1520,-0.0071,0.0992
18680,4.72,7.49,10.40,-5.69,0.49,1.46,-0.97,2.32,-0.73,-0.1716,0.0468,0.0539
18690,4.54,2.07,10.40,-5.69,0.49,1.52,-0.91,2.40,-0.64,-0.0661,0.0455,0.1071
18700,-7.72,7.49,10.41,-5.69,0.50,1.34,-0.74,2.12,-0.39,-0.1618,-0.1850,0.0563
18710,1.29,0.83,10.40,-5.69,0.49,1.34,-0.71,2.11,-0.35,-0.0268,-0.0161,-0.1929
18720,11.04,1.38,10.40,-5.69,0.49,1.53,-0.67,2.40,-0.29,-0.0387,0.1652,0.0354
18730,-2.49,-8.23,10.40,-5.71,0.49,1.45,-0.83,2.27,-0.54,0.1182,-0.0805,-0.0852
18740,0.62,-14.08,10.40,-5.71,0.50,1.43,-1.10,2.24,-0.95,0.1879,-0.0285,-0.1586
18750,-2.69,-13.07,10.40,-5.71,0.50,1.35,-1.34,2.11,-1.32,0.1907,-0.0801,-0.0339
18760,-18.66,3.30,10.41,-5.71,0.50,0.96,-1.24,1.50,-1.18,-0.0978,-0.3713,0.0352
18770,-0.37,0.61,10.42,-5.72,0.50,0.94,-1.22,1.46,-1.14,-0.0427,-0.0200,0.0429
18780,1.70,11.07,10.41,-5.71,0.50,0.95,-0.97,1.48,-0.77,-0.2506,0.0210,0.1556
18790,-4.05,4.69,10.42,-5.71,0.50,0.85,-0.86,1.32,-0.60,-0.1130,-0.0961,0.1837
18800,-9.62,-8.55,10.42,-5.71,0.50,0.65,-1.01,1.00,-0.84,0.1450,-0.1828,0.0361
18810,-7.31,-13.22,10.43,-5.72,0.50,0.50,-1.26,0.76,-1.22,0.2304,-0.1346,0.0601
18820,5.72,8.94,10.43,-5.73,0.50,0.60,-1.06,0.91,-0.92,-0.1872,0.1065,-0.0030
18830,14.02,3.34,10.43,-5.73,0.50,0.87,-0.98,1.32,-0.80,-0.0864,0.2734,0.0929
18840,10.14,-0.82,10.43,-5.73,0.50,1.06,-0.98,1.60,-0.80,-0.0014,0.1756,0.0483
18850,-11.70,-3.40,10.44,-5.74,0.49,0.81,-1.03,1.21,-0.88,0.0424,-0.2217,-0.0313
18860,4.99,4.27,10.44,-5.74,0.49,0.90,-0.92,1.34,-0.72,-0.1150,0.1027,0.2847
18870,-6.59,-5.01,10.44,-5.74,0.50,0.74,-1.01,1.10,-0.85,0.0665,-0.1187,-0.1140
18880,-4.46,2.34,10.44,-5.75,0.50,0.64,-0.95,0.93,-0.76,-0.0648,-0.1012,0.1768
18890,-5.48,-1.23,10.44,-5.76,0.50,0.52,-0.97,0.75,-0.78,0.0039,-0.0790,-0.2323
18900,4.76,-5.04,10.44,-5.77,0.50,0.60,-1.06,0.87,-0.92,0.0836,0.0914,0.0882
18910,6.14,-0.96,10.43,-5.77,0.50,0.70,-1.06,1.03,-0.92,0.0025,0.1229,0.1726
18920,-1.90,3.49,10.42,-5.78,0.50,0.64,-0.97,0.94,-0.79,-0.0607,-0.0339,-0.3125
18930,-1.21,-0.19,10.43,-5.78,0.49,0.61,-0.96,0.88,-0.77,-0.0111,-0.0298,-0.0053
18940,3.00,-0.34,10.43,-5.77,0.50,0.66,-0.94,0.95,-0.75,-0.0075,0.0494,0.0771
18950,4.03,1.90,10.42,-5.78,0.49,0.72,-0.89,1.04,-0.67,-0.0473,0.0617,0.0072
18960,8.71,0.98,10.43,-5.77,0.50,0.89,-0.85,1.29,-0.62,-0.0291,0.1453,0.0248
18970,-10.92,-13.65,10.43,-5.77,0.49,0.65,-1.10,0.92,-1.01,0.2371,-0.2126,-0.0109
18980,-0.46,-6.86,10.42,-5.76,0.50,0.62,-1.21,0.88,-1.18,0.0773,-0.0161,-0.1857
18990,-7.00,1.00,10.42,-5.76,0.52,0.47,-1.16,0.64,-1.11,-0.0486,-0.1703,0.3170
19000,-1.06,-7.43,10.42,-5.76,0.52,0.43,-1.29,0.58,-1.31,0.0953,-0.0169,-0.1081
19010,-2.30,1.57,10.41,-5.77,0.53,0.38,-1.24,0.49,-1.23,-0.0564,-0.0410,0.0309
19020,-1.04,-11.86,10.40,-5.77,0.52,0.34,-1.45,0.44,-1.56,0.1612,-0.0134,-0.1247
19030,-10.69,-6.14,10.40,-5.77,0.52,0.12,-1.54,0.10,-1.70,0.0386,-0.1200,-0.3506
19040,-14.66,-0.24,10.41,-5.76,0.53,-0.17,-1.51,-0.36,-1.66,-0.0313,-0.2120,-0.1405
19050,-21.74,-5.69,10.40,-5.76,0.53,-0.61,-1.59,-1.03,-1.79,0.0494,-0.2879,-0.2080
19060,-1.42,10.24,10.40,-5.76,0.52,-0.63,-1.36,-1.05,-1.43,-0.2407,0.0062,0.1643
19070,-4.55,8.99,10.40,-5.75,0.52,-0.71,-1.14,-1.18,-1.11,-0.1654,-0.0368,-0.0860
19080,-6.67,9.42,10.40,-5.76,0.52,-0.83,-0.93,-1.36,-0.79,-0.1667,-0.0699,-0.0685
19090,12.21,-2.66,10.39,-5.76,0.52,-0.58,-0.97,-0.97,-0.84,0.0321,0.2184,-0.1435
19100,-7.58,-14.88,10.39,-5.75,0.52,-0.71,-1.24,-1.18,-1.26,0.2570,-0.1034,0.0288
19110,12.38,-20.58,10.38,-5.75,0.53,-0.46,-1.62,-0.79,-1.86,0.3153,0.2261,-0.0881
19120,11.21,-5.50,10.38,-5.74,0.53,-0.23,-1.70,-0.44,-1.97,0.0725,0.2443,0.1598
19130,-15.72,-4.87,10.38,-5.73,0.54,-0.54,-1.75,-0.92,-2.06,0.0493,-0.2773,0.0534
19140,0.23,14.84,10.38,-5.73,0.53,-0.53,-1.42,-0.90,-1.56,-0.2812,0.0277,-0.0738
19150,-3.46,3.03,10.37,-5.73,0.54,-0.59,-1.33,-0.99,-1.42,-0.0878,-0.0438,0.1325
19160,-23.43,4.99,10.38,-5.73,0.54,-1.04,-1.20,-1.68,-1.23,-0.1183,-0.3996,0.0059
19170,-12.37,3.95,10.37,-5.72,0.54,-1.27,-1.09,-2.04,-1.06,-0.0886,-0.1705,0.0075
19180,7.47,0.37,10.37,-5.71,0.53,-1.10,-1.06,-1.78,-1.01,-0.0197,0.1543,-0.2043
19190,16.03,2.74,10.38,-5.71,0.53,-0.75,-0.98,-1.24,-0.89,-0.0620,0.3239,0.0042
19200,6.63,14.31,10.38,-5.71,0.53,-0.60,-0.66,-1.01,-0.42,-0.2737,0.1486,0.0599
19210,1.79,-6.13,10.37,-5.71,0.54,-0.56,-0.78,-0.95,-0.59,0.1286,0.0586,0.2011
19220,-0.82,8.73,10.37,-5.70,0.54,-0.57,-0.58,-0.95,-0.30,-0.1373,0.0065,-0.1061
19230,10.02,-2.30,10.37,-5.71,0.54,-0.36,-0.62,-0.63,-0.35,0.0566,0.2490,0.3310
19240,15.66,-15.98,10.36,-5.70,0.54,-0.04,-0.92,-0.15,-0.82,0.3152,0.3029,0.0692
19250,-6.97,8.30,10.36,-5.71,0.54,-0.18,-0.74,-0.36,-0.55,-0.1271,-0.1020,-0.2302
19260,-18.94,20.63,10.36,-5.70,0.54,-0.56,-0.31,-0.94,0.11,-0.3503,-0.2982,-0.1226
19270,-14.64,1.02,10.37,-5.69,0.55,-0.83,-0.28,-1.36,0.16,-0.0130,-0.2973,0.2065
19280,8.80,-8.55,10.37,-5.69,0.55,-0.64,-0.44,-1.06,-0.10,0.1853,0.2049,0.1708
19290,-0.95,-16.90,10.37,-5.69,0.54,-0.65,-0.77,-1.07,-0.60,0.2982,-0.0004,-0.0123
19300,0.95,8.88,10.36,-5.69,0.56,-0.62,-0.57,-1.03,-0.31,-0.1710,0.0324,0.0071
19310,-18.04,-6.00,10.37,-5.69,0.56,-0.96,-0.68,-1.55,-0.48,0.0836,-0.2505,-0.1806
19320,-5.72,2.31,10.37,-5.69,0.57,-1.05,-0.62,-1.69,-0.39,-0.0577,-0.0901,0.1827
19330,-3.53,-0.27,10.38,-5.68,0.58,-1.10,-0.61,-1.76,-0.37,-0.0036,-0.0204,-0.1555
19340,1.05,-19.81,10.38,-5.68,0.58,-1.06,-0.99,-1.69,-0.96,0.3885,0.0524,0.1134
19350,-3.24,9.45,10.37,-5.68,0.58,-1.11,-0.78,-1.77,-0.64,-0.2219,-0.0367,0.1800
19360,-9.07,-3.16,10.38,-5.68,0.58,-1.26,-0.83,-2.00,-0.72,0.0395,-0.1259,-0.0148
19370,-6.20,-4.36,10.38,-5.67,0.59,-1.36,-0.89,-2.15,-0.81,0.0680,-0.0836,0.1170
19380,7.46,-7.90,10.37,-5.67,0.60,-1.18,-1.03,-1.88,-1.03,0.1527,0.2046,0.2365
19390,1.43,-1.86,10.38,-5.66,0.60,-1.13,-1.03,-1.79,-1.05,0.0043,0.0571,-0.0004
19400,4.66,-3.76,10.38,-5.66,0.61,-1.01,-1.09,-1.61,-1.13,0.0340,0.1066,-0.0635
19410,-8.08,2.15,10.37,-5.66,0.61,-1.16,-1.02,-1.83,-1.03,-0.0674,-0.1141,-0.0449
19420,-26.25,-3.37,10.37,-5.66,0.62,-1.66,-1.07,-2.59,-1.11,0.0301,-0.4012,-0.1390
19430,-5.52,1.96,10.36,-5.67,0.60,-1.75,-1.02,-2.72,-1.02,-0.0586,-0.0348,-0.1353
19440,-7.28,-5.85,10.36,-5.66,0.61,-1.86,-1.11,-2.88,-1.17,0.0818,-0.0820,0.0436
19450,2.41,2.02,10.37,-5.67,0.60,-1.77,-1.05,-2.74,-1.08,-0.0636,0.0953,-0.0450
19460,24.11,-3.71,10.36,-5.67,0.60,-1.26,-1.11,-1.95,-1.17,0.0460,0.5091,0.0273
19470,6.67,-1.10,10.36,-5.67,0.60,-1.10,-1.11,-1.71,-1.16,-0.0142,0.1145,-0.2330
19480,21.51,-9.81,10.37,-5.67,0.60,-0.64,-1.28,-1.01,-1.43,0.1512,0.3995,-0.0223
19490,3.64,-0.59,10.37,-5.67,0.60,-0.55,-1.27,-0.87,-1.41,-0.0242,0.0707,0.1388
19500,-6.91,15.81,10.37,-5.68,0.60,-0.68,-0.94,-1.06,-0.90,-0.2683,-0.1036,-0.1743
